Suburb,Rooms,Type,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,CouncilArea,Regionname,Year,target
Ascot Vale,2,h,5,3032,2,1,1,0,Moonee Valley,Western Metropolitan,2016,600000
Ascot Vale,3,h,5,3032,3,1,0,400,Moonee Valley,Western Metropolitan,2016,1000000
Ascot Vale,2,h,5,3032,2,1,1,200,Moonee Valley,Western Metropolitan,2016,800000
Ascot Vale,3,h,5,3032,3,2,2,200,Moonee Valley,Western Metropolitan,2016,1000000
Ascot Vale,4,h,5,3032,4,1,1,400,Moonee Valley,Western Metropolitan,2016,800000
Ascot Vale,2,h,5,3032,2,1,1,200,Moonee Valley,Western Metropolitan,2016,1000000
Ascot Vale,3,h,5,3032,3,1,1,400,Moonee Valley,Western Metropolitan,2017,1400000
Ascot Vale,2,h,5,3032,2,1,0,200,Moonee Valley,Western Metropolitan,2017,1000000
Ascot Vale,2,u,5,3032,2,1,1,0,Moonee Valley,Western Metropolitan,2016,400000
Ascot Vale,3,h,5,3032,3,1,2,400,Moonee Valley,Western Metropolitan,2016,800000
Ascot Vale,3,h,5,3032,3,2,2,400,Moonee Valley,Western Metropolitan,2016,1000000
Ascot Vale,3,h,5,3032,3,2,2,600,Moonee Valley,Western Metropolitan,2016,1400000
Ascot Vale,1,u,5,3032,1,1,1,0,Moonee Valley,Western Metropolitan,2016,400000
Ascot Vale,3,h,5,3032,3,2,2,400,Moonee Valley,Western Metropolitan,2016,1400000
Ascot Vale,4,h,5,3032,3,2,2,600,Moonee Valley,Western Metropolitan,2016,1400000
Ascot Vale,3,h,5,3032,3,1,1,200,Moonee Valley,Western Metropolitan,2016,1000000
Ascot Vale,4,h,5,3032,4,2,5,600,Moonee Valley,Western Metropolitan,2016,1200000
Ascot Vale,3,h,5,3032,3,2,2,400,Moonee Valley,Western Metropolitan,2016,1200000
Ascot Vale,2,u,5,3032,2,1,1,0,Moonee Valley,Western Metropolitan,2016,400000
Ascot Vale,4,h,5,3032,4,3,2,600,Moonee Valley,Western Metropolitan,2016,1600000
Ascot Vale,6,h,5,3032,4,2,1,400,Moonee Valley,Western Metropolitan,2016,1400000
Ascot Vale,2,u,5,3032,2,1,1,400,Moonee Valley,Western Metropolitan,2016,600000
Ascot Vale,3,h,5,3032,3,3,1,400,Moonee Valley,Western Metropolitan,2016,1000000
Ascot Vale,3,h,5,3032,3,1,1,200,Moonee Valley,Western Metropolitan,2016,800000
Ascot Vale,3,h,5,3032,3,2,2,600,Moonee Valley,Western Metropolitan,2016,1200000
Ascot Vale,4,h,5,3032,4,2,2,600,Moonee Valley,Western Metropolitan,2016,1400000
Ascot Vale,2,h,5,3032,2,1,1,400,Moonee Valley,Western Metropolitan,2017,1200000
Ascot Vale,3,h,5,3032,3,1,3,600,Moonee Valley,Western Metropolitan,2017,1400000
Ascot Vale,5,h,5,3032,5,2,2,600,Moonee Valley,Western Metropolitan,2017,2000000
Ascot Vale,2,t,5,3032,2,2,1,200,Moonee Valley,Western Metropolitan,2017,800000
Ascot Vale,2,t,5,3032,2,2,1,200,Moonee Valley,Western Metropolitan,2016,800000
Ascot Vale,2,u,5,3032,2,1,1,0,Moonee Valley,Western Metropolitan,2016,400000
Ascot Vale,2,u,5,3032,2,2,1,0,Moonee Valley,Western Metropolitan,2016,600000
Ascot Vale,3,h,5,3032,3,1,2,600,Moonee Valley,Western Metropolitan,2016,1000000
Ascot Vale,3,t,5,3032,3,2,2,400,Moonee Valley,Western Metropolitan,2016,1000000
Ascot Vale,2,u,5,3032,2,1,1,0,Moonee Valley,Western Metropolitan,2016,400000
Ascot Vale,2,h,5,3032,2,1,1,400,Moonee Valley,Western Metropolitan,2016,1000000
Ascot Vale,4,h,5,3032,4,2,0,400,Moonee Valley,Western Metropolitan,2016,1400000
Ascot Vale,2,u,5,3032,2,1,1,0,Moonee Valley,Western Metropolitan,2016,600000
Ascot Vale,2,u,5,3032,2,1,1,0,Moonee Valley,Western Metropolitan,2016,600000
Ascot Vale,3,h,5,3032,3,1,2,400,Moonee Valley,Western Metropolitan,2016,1200000
Ascot Vale,3,h,5,3032,3,2,1,200,Moonee Valley,Western Metropolitan,2016,1200000
Ascot Vale,3,h,5,3032,3,1,1,200,Moonee Valley,Western Metropolitan,2016,1200000
Ascot Vale,4,h,5,3032,4,2,1,200,Moonee Valley,Western Metropolitan,2016,1000000
Ascot Vale,3,u,5,3032,3,2,1,0,Moonee Valley,Western Metropolitan,2016,800000
Ascot Vale,2,u,5,3032,2,1,1,Over 1000,Moonee Valley,Western Metropolitan,2017,400000
Ascot Vale,4,h,5,3032,4,1,1,600,Moonee Valley,Western Metropolitan,2017,1400000
Ascot Vale,3,h,5,3032,3,2,2,400,Moonee Valley,Western Metropolitan,2017,1400000
Ascot Vale,3,h,5,3032,3,2,2,200,Moonee Valley,Western Metropolitan,2016,1000000
Ascot Vale,3,h,5,3032,3,2,1,400,Moonee Valley,Western Metropolitan,2016,1000000
Ascot Vale,3,h,5,3032,3,1,3,600,Moonee Valley,Western Metropolitan,2016,1000000
Ascot Vale,3,h,5,3032,3,2,1,600,Moonee Valley,Western Metropolitan,2016,800000
Ascot Vale,2,h,5,3032,2,1,3,200,Moonee Valley,Western Metropolitan,2016,800000
Ascot Vale,2,h,5,3032,2,1,1,200,Moonee Valley,Western Metropolitan,2016,800000
Ascot Vale,3,u,5,3032,3,1,3,0,Moonee Valley,Western Metropolitan,2016,400000
Ascot Vale,3,t,5,3032,3,2,2,200,Moonee Valley,Western Metropolitan,2016,1000000
Ascot Vale,4,h,5,3032,4,2,1,400,Moonee Valley,Western Metropolitan,2016,1200000
Ascot Vale,4,h,5,3032,4,1,4,600,Moonee Valley,Western Metropolitan,2016,1400000
Ascot Vale,3,h,5,3032,3,1,1,600,Moonee Valley,Western Metropolitan,2016,1000000
Ascot Vale,3,h,5,3032,3,2,2,400,Moonee Valley,Western Metropolitan,2016,1400000
Ascot Vale,3,h,5,3032,2,1,1,200,Moonee Valley,Western Metropolitan,2016,1400000
Ascot Vale,3,h,5,3032,3,2,1,200,Moonee Valley,Western Metropolitan,2016,1000000
Ascot Vale,3,h,5,3032,3,1,0,200,Moonee Valley,Western Metropolitan,2016,1000000
Ascot Vale,3,h,5,3032,3,1,1,400,Moonee Valley,Western Metropolitan,2016,1200000
Ascot Vale,2,u,5,3032,2,1,2,200,Moonee Valley,Western Metropolitan,2016,600000
Ascot Vale,4,h,5,3032,4,2,4,600,Moonee Valley,Western Metropolitan,2016,1800000
Ascot Vale,3,h,5,3032,2,1,1,200,Moonee Valley,Western Metropolitan,2016,1000000
Ascot Vale,2,h,5,3032,2,1,1,400,Moonee Valley,Western Metropolitan,2016,1000000
Ashburton,4,h,10,3147,4,3,2,800,Boroondara,Southern Metropolitan,2016,Over 2M
Ashburton,3,h,10,3147,3,2,2,600,Boroondara,Southern Metropolitan,2016,1600000
Ashburton,3,t,10,3147,3,2,2,200,Boroondara,Southern Metropolitan,2016,1000000
Ashburton,3,t,10,3147,3,3,4,400,Boroondara,Southern Metropolitan,2016,Over 2M
Ashburton,2,u,10,3147,2,1,1,800,Boroondara,Southern Metropolitan,2017,600000
Ashburton,2,h,10,3147,2,1,2,600,Boroondara,Southern Metropolitan,2017,1600000
Ashburton,3,h,10,3147,3,2,2,800,Boroondara,Southern Metropolitan,2016,1600000
Ashburton,3,h,10,3147,3,3,2,200,Boroondara,Southern Metropolitan,2016,1200000
Ashburton,3,h,10,3147,3,1,2,600,Boroondara,Southern Metropolitan,2016,1400000
Ashburton,8,h,10,3147,9,7,4,Over 1000,Boroondara,Southern Metropolitan,2016,Over 2M
Ashburton,4,h,10,3147,4,2,1,600,Boroondara,Southern Metropolitan,2016,Over 2M
Ashburton,3,h,10,3147,3,2,2,600,Boroondara,Southern Metropolitan,2016,1600000
Ashburton,3,h,10,3147,3,1,2,800,Boroondara,Southern Metropolitan,2016,1800000
Ashburton,3,h,10,3147,3,1,3,800,Boroondara,Southern Metropolitan,2016,1600000
Ashburton,4,h,10,3147,4,2,2,800,Boroondara,Southern Metropolitan,2016,1600000
Ashburton,3,h,10,3147,3,2,2,400,Boroondara,Southern Metropolitan,2016,1600000
Ashburton,3,h,10,3147,3,2,3,800,Boroondara,Southern Metropolitan,2016,1600000
Ashburton,2,h,10,3147,2,1,2,800,Boroondara,Southern Metropolitan,2016,1400000
Ashburton,5,h,10,3147,5,5,2,800,Boroondara,Southern Metropolitan,2017,Over 2M
Ashburton,3,t,10,3147,3,1,1,200,Boroondara,Southern Metropolitan,2016,1000000
Ashburton,3,t,10,3147,3,2,2,200,Boroondara,Southern Metropolitan,2016,1000000
Ashburton,3,h,10,3147,3,1,2,600,Boroondara,Southern Metropolitan,2016,1600000
Ashburton,5,h,10,3147,6,4,2,Over 1000,Boroondara,Southern Metropolitan,2016,Over 2M
Ashburton,3,h,10,3147,3,2,2,800,Boroondara,Southern Metropolitan,2016,1600000
Ashburton,4,h,10,3147,4,2,4,800,Boroondara,Southern Metropolitan,2017,1800000
Ashburton,3,h,10,3147,3,2,3,800,Boroondara,Southern Metropolitan,2017,1800000
Ashburton,3,h,10,3147,3,1,1,600,Boroondara,Southern Metropolitan,2016,1400000
Ashburton,2,h,10,3147,2,1,1,600,Boroondara,Southern Metropolitan,2016,1400000
Ashburton,4,t,10,3147,4,2,2,400,Boroondara,Southern Metropolitan,2016,1200000
Ashburton,3,h,10,3147,3,1,2,600,Boroondara,Southern Metropolitan,2016,1400000
Ashburton,5,h,10,3147,5,3,4,800,Boroondara,Southern Metropolitan,2016,1600000
Ashburton,4,h,10,3147,4,2,3,600,Boroondara,Southern Metropolitan,2016,1800000
Ashburton,3,t,10,3147,3,2,2,200,Boroondara,Southern Metropolitan,2016,1800000
Ashburton,4,h,10,3147,4,2,2,600,Boroondara,Southern Metropolitan,2016,1800000
Ashburton,4,h,10,3147,4,2,2,800,Boroondara,Southern Metropolitan,2016,2000000
Ashburton,3,h,10,3147,3,1,2,600,Boroondara,Southern Metropolitan,2016,1600000
Ashburton,3,h,10,3147,3,1,2,Over 1000,Boroondara,Southern Metropolitan,2016,1400000
Ashburton,3,h,10,3147,3,1,1,600,Boroondara,Southern Metropolitan,2016,1600000
Ashwood,2,h,10,3147,2,1,1,600,Monash,Southern Metropolitan,2016,1000000
Ashwood,3,h,10,3147,3,1,1,800,Monash,Southern Metropolitan,2016,1200000
Ashwood,3,u,10,3147,3,2,2,400,Monash,Southern Metropolitan,2017,1000000
Ashwood,4,h,10,3147,4,3,2,400,Monash,Southern Metropolitan,2017,1200000
Ashwood,2,h,10,3147,2,1,2,600,Monash,Southern Metropolitan,2016,1000000
Ashwood,4,h,10,3147,2,2,2,600,Monash,Southern Metropolitan,2016,1600000
Ashwood,3,h,10,3147,3,1,2,800,Monash,Southern Metropolitan,2016,1200000
Ashwood,2,t,10,3147,2,1,2,400,Monash,Southern Metropolitan,2016,800000
Ashwood,3,h,10,3147,3,2,4,400,Monash,Southern Metropolitan,2016,800000
Ashwood,4,h,10,3147,4,2,1,800,Monash,Southern Metropolitan,2016,1200000
Ashwood,4,h,10,3147,4,2,2,600,Monash,Southern Metropolitan,2016,1600000
Ashwood,3,h,10,3147,3,1,1,800,Monash,Southern Metropolitan,2016,1400000
Ashwood,4,h,10,3147,3,2,2,800,Monash,Southern Metropolitan,2016,1200000
Ashwood,4,h,10,3147,4,3,2,800,Monash,Southern Metropolitan,2016,1400000
Ashwood,2,u,10,3147,2,1,1,200,Monash,Southern Metropolitan,2016,600000
Ashwood,3,h,10,3147,3,2,3,800,Monash,Southern Metropolitan,2016,1600000
Ashwood,4,h,10,3147,4,2,1,600,Monash,Southern Metropolitan,2016,1600000
Ashwood,3,h,10,3147,2,1,2,800,Monash,Southern Metropolitan,2016,1000000
Ashwood,5,h,10,3147,5,3,2,600,Monash,Southern Metropolitan,2016,1600000
Ashwood,2,u,10,3147,2,1,1,200,Monash,Southern Metropolitan,2017,600000
Ashwood,2,u,10,3147,2,1,1,0,Monash,Southern Metropolitan,2016,600000
Ashwood,3,h,10,3147,3,1,1,600,Monash,Southern Metropolitan,2016,800000
Ashwood,4,h,10,3147,4,2,2,800,Monash,Southern Metropolitan,2016,1200000
Ashwood,2,u,10,3147,2,1,2,200,Monash,Southern Metropolitan,2016,800000
Ashwood,4,h,10,3147,4,2,1,800,Monash,Southern Metropolitan,2016,1400000
Ashwood,2,h,10,3147,2,1,1,600,Monash,Southern Metropolitan,2016,1200000
Ashwood,3,h,10,3147,3,1,1,800,Monash,Southern Metropolitan,2017,1400000
Ashwood,3,h,10,3147,3,2,1,400,Monash,Southern Metropolitan,2017,800000
Ashwood,3,t,10,3147,3,2,2,200,Monash,Southern Metropolitan,2016,1000000
Ashwood,3,h,10,3147,3,2,2,800,Monash,Southern Metropolitan,2016,1200000
Ashwood,3,t,10,3147,2,1,2,200,Monash,Southern Metropolitan,2016,800000
Avondale Heights,3,h,10,3034,3,1,1,600,Moonee Valley,Western Metropolitan,2016,800000
Avondale Heights,3,h,10,3034,3,1,1,0,Moonee Valley,Western Metropolitan,2016,800000
Avondale Heights,3,t,10,3034,3,3,1,600,Moonee Valley,Western Metropolitan,2016,800000
Avondale Heights,3,h,10,3034,3,1,2,600,Moonee Valley,Western Metropolitan,2017,800000
Avondale Heights,4,h,10,3034,4,2,1,400,Moonee Valley,Western Metropolitan,2017,800000
Avondale Heights,4,h,10,3034,3,2,2,600,Moonee Valley,Western Metropolitan,2016,1200000
Avondale Heights,3,h,10,3034,3,2,2,600,Moonee Valley,Western Metropolitan,2016,600000
Avondale Heights,4,h,10,3034,4,5,4,600,Moonee Valley,Western Metropolitan,2016,1200000
Avondale Heights,3,h,10,3034,2,1,2,600,Moonee Valley,Western Metropolitan,2016,600000
Avondale Heights,3,h,10,3034,3,1,2,600,Moonee Valley,Western Metropolitan,2016,600000
Avondale Heights,4,h,10,3034,4,3,2,800,Moonee Valley,Western Metropolitan,2016,1200000
Avondale Heights,3,h,10,3034,3,1,1,600,Moonee Valley,Western Metropolitan,2016,800000
Avondale Heights,3,h,10,3034,3,1,1,600,Moonee Valley,Western Metropolitan,2016,600000
Avondale Heights,3,t,10,3034,3,2,2,400,Moonee Valley,Western Metropolitan,2016,800000
Avondale Heights,4,h,10,3034,4,3,3,800,Moonee Valley,Western Metropolitan,2016,1000000
Avondale Heights,4,h,10,3034,4,3,3,Over 1000,Moonee Valley,Western Metropolitan,2016,1600000
Avondale Heights,2,t,10,3034,2,1,1,200,Moonee Valley,Western Metropolitan,2017,600000
Avondale Heights,3,h,10,3034,3,1,3,600,Moonee Valley,Western Metropolitan,2016,600000
Avondale Heights,3,h,10,3034,3,1,4,600,Moonee Valley,Western Metropolitan,2016,800000
Avondale Heights,3,u,10,3034,3,2,1,200,Moonee Valley,Western Metropolitan,2016,600000
Avondale Heights,3,h,10,3034,3,1,1,200,Moonee Valley,Western Metropolitan,2016,600000
Avondale Heights,3,h,10,3034,3,1,2,600,Moonee Valley,Western Metropolitan,2016,600000
Avondale Heights,3,h,10,3034,3,1,3,800,Moonee Valley,Western Metropolitan,2016,800000
Avondale Heights,3,h,10,3034,3,1,2,400,Moonee Valley,Western Metropolitan,2016,600000
Avondale Heights,2,u,10,3034,2,1,1,200,Moonee Valley,Western Metropolitan,2017,400000
Avondale Heights,3,h,10,3034,3,1,2,800,Moonee Valley,Western Metropolitan,2017,800000
Avondale Heights,5,h,10,3034,5,2,4,600,Moonee Valley,Western Metropolitan,2016,800000
Avondale Heights,3,h,10,3034,3,1,1,600,Moonee Valley,Western Metropolitan,2016,800000
Avondale Heights,4,h,10,3034,4,3,2,800,Moonee Valley,Western Metropolitan,2016,1200000
Avondale Heights,3,h,10,3034,3,1,1,600,Moonee Valley,Western Metropolitan,2016,800000
Avondale Heights,3,h,10,3034,3,1,2,600,Moonee Valley,Western Metropolitan,2016,600000
Avondale Heights,2,h,10,3034,2,1,1,200,Moonee Valley,Western Metropolitan,2016,600000
Avondale Heights,4,h,10,3034,4,2,2,600,Moonee Valley,Western Metropolitan,2016,600000
Avondale Heights,3,u,10,3034,3,1,1,200,Moonee Valley,Western Metropolitan,2016,600000
Avondale Heights,2,t,10,3034,2,1,2,200,Moonee Valley,Western Metropolitan,2016,600000
Avondale Heights,3,h,10,3034,3,2,2,800,Moonee Valley,Western Metropolitan,2017,800000
Avondale Heights,3,h,10,3034,3,1,3,800,Moonee Valley,Western Metropolitan,2017,800000
Avondale Heights,3,h,10,3034,3,2,8,600,Moonee Valley,Western Metropolitan,2017,800000
Avondale Heights,3,h,10,3034,3,1,1,600,Moonee Valley,Western Metropolitan,2016,600000
Avondale Heights,4,h,10,3034,4,2,2,600,Moonee Valley,Western Metropolitan,2016,800000
Avondale Heights,2,u,10,3034,2,1,1,0,Moonee Valley,Western Metropolitan,2016,400000
Avondale Heights,4,h,10,3034,4,2,2,600,Moonee Valley,Western Metropolitan,2016,800000
Avondale Heights,4,h,10,3034,4,1,0,600,Moonee Valley,Western Metropolitan,2016,600000
Avondale Heights,3,h,10,3034,3,2,2,600,Moonee Valley,Western Metropolitan,2016,800000
Avondale Heights,4,h,10,3034,4,2,4,600,Moonee Valley,Western Metropolitan,2016,800000
Avondale Heights,3,h,10,3034,3,1,1,600,Moonee Valley,Western Metropolitan,2016,800000
Avondale Heights,3,h,10,3034,4,2,1,600,Moonee Valley,Western Metropolitan,2016,600000
Avondale Heights,3,h,10,3034,3,1,1,600,Moonee Valley,Western Metropolitan,2016,600000
Avondale Heights,3,h,10,3034,3,2,3,600,Moonee Valley,Western Metropolitan,2016,800000
Avondale Heights,3,h,10,3034,3,1,2,600,Moonee Valley,Western Metropolitan,2016,800000
Balaclava,4,h,5,3183,3,2,1,200,Port Phillip,Southern Metropolitan,2016,1800000
Balaclava,2,u,5,3183,2,1,2,0,Port Phillip,Southern Metropolitan,2016,400000
Balaclava,1,u,5,3183,1,1,1,0,Port Phillip,Southern Metropolitan,2016,200000
Balaclava,2,t,5,3183,2,1,2,200,Port Phillip,Southern Metropolitan,2016,1000000
Balaclava,2,u,5,3183,2,1,1,0,Port Phillip,Southern Metropolitan,2016,600000
Balaclava,2,u,5,3183,2,1,0,0,Port Phillip,Southern Metropolitan,2016,600000
Balaclava,2,u,5,3183,2,1,1,0,Port Phillip,Southern Metropolitan,2016,400000
Balaclava,3,h,5,3183,3,1,1,200,Port Phillip,Southern Metropolitan,2016,1200000
Balaclava,2,u,5,3183,2,1,1,0,Port Phillip,Southern Metropolitan,2016,400000
Balaclava,2,u,5,3183,2,1,1,0,Port Phillip,Southern Metropolitan,2016,800000
Balaclava,2,u,5,3183,2,1,1,0,Port Phillip,Southern Metropolitan,2016,400000
Balaclava,2,h,5,3183,2,1,0,200,Port Phillip,Southern Metropolitan,2017,1000000
Balaclava,3,h,5,3183,3,2,2,400,Port Phillip,Southern Metropolitan,2017,1600000
Balaclava,2,u,5,3183,2,1,1,400,Port Phillip,Southern Metropolitan,2016,600000
Balaclava,3,h,5,3183,3,1,1,200,Port Phillip,Southern Metropolitan,2016,1000000
Balaclava,1,u,5,3183,1,1,0,0,Port Phillip,Southern Metropolitan,2016,600000
Balaclava,2,u,5,3183,2,0,0,0,Port Phillip,Southern Metropolitan,2016,400000
Balwyn,2,h,10,3103,2,1,1,600,Boroondara,Southern Metropolitan,2016,Over 2M
Balwyn,4,h,10,3103,4,2,2,800,Boroondara,Southern Metropolitan,2016,1800000
Balwyn,2,t,10,3103,2,1,1,200,Boroondara,Southern Metropolitan,2016,1200000
Balwyn,3,u,10,3103,3,2,2,200,Boroondara,Southern Metropolitan,2016,1000000
Balwyn,5,h,10,3103,5,3,2,800,Boroondara,Southern Metropolitan,2016,Over 2M
Balwyn,4,h,10,3103,4,2,2,800,Boroondara,Southern Metropolitan,2016,Over 2M
Balwyn,3,h,10,3103,3,3,2,600,Boroondara,Southern Metropolitan,2016,Over 2M
Balwyn,5,h,10,3103,5,5,2,600,Boroondara,Southern Metropolitan,2016,Over 2M
Balwyn,2,u,10,3103,2,1,1,200,Boroondara,Southern Metropolitan,2016,800000
Balwyn,6,h,10,3103,6,4,7,Over 1000,Boroondara,Southern Metropolitan,2016,Over 2M
Balwyn,2,h,10,3103,2,2,2,0,Boroondara,Southern Metropolitan,2016,1200000
Balwyn,5,h,10,3103,5,3,2,600,Boroondara,Southern Metropolitan,2016,Over 2M
Balwyn,2,u,10,3103,2,1,1,200,Boroondara,Southern Metropolitan,2017,800000
Balwyn,3,h,10,3103,3,2,2,200,Boroondara,Southern Metropolitan,2016,1200000
Balwyn,3,h,10,3103,3,2,1,800,Boroondara,Southern Metropolitan,2016,Over 2M
Balwyn,5,h,10,3103,5,3,2,600,Boroondara,Southern Metropolitan,2016,Over 2M
Balwyn,2,u,10,3103,2,1,1,0,Boroondara,Southern Metropolitan,2016,600000
Balwyn,3,h,10,3103,3,2,2,400,Boroondara,Southern Metropolitan,2016,1200000
Balwyn,2,h,10,3103,3,1,1,Over 1000,Boroondara,Southern Metropolitan,2016,1800000
Balwyn,2,u,10,3103,3,1,1,200,Boroondara,Southern Metropolitan,2016,800000
Balwyn,3,h,10,3103,3,1,1,200,Boroondara,Southern Metropolitan,2016,800000
Balwyn,4,h,10,3103,4,2,2,600,Boroondara,Southern Metropolitan,2016,Over 2M
Balwyn,2,h,10,3103,2,1,1,0,Boroondara,Southern Metropolitan,2016,600000
Balwyn,3,h,10,3103,3,2,2,600,Boroondara,Southern Metropolitan,2016,Over 2M
Balwyn,4,h,10,3103,3,2,2,600,Boroondara,Southern Metropolitan,2016,1800000
Balwyn,2,u,10,3103,2,1,1,0,Boroondara,Southern Metropolitan,2016,600000
Balwyn,2,u,10,3103,2,1,1,0,Boroondara,Southern Metropolitan,2016,600000
Balwyn,1,h,10,3103,1,1,1,800,Boroondara,Southern Metropolitan,2016,400000
Balwyn,3,h,10,3103,3,1,2,200,Boroondara,Southern Metropolitan,2016,1000000
Balwyn,4,h,10,3103,4,3,2,400,Boroondara,Southern Metropolitan,2016,1800000
Balwyn,2,t,10,3103,2,1,1,200,Boroondara,Southern Metropolitan,2016,800000
Balwyn,4,h,10,3103,4,3,4,Over 1000,Boroondara,Southern Metropolitan,2016,Over 2M
Balwyn,3,t,10,3103,3,2,2,200,Boroondara,Southern Metropolitan,2016,1400000
Balwyn,5,h,10,3103,5,3,2,600,Boroondara,Southern Metropolitan,2016,Over 2M
Balwyn,5,h,10,3103,5,3,2,600,Boroondara,Southern Metropolitan,2016,Over 2M
Balwyn,4,t,10,3103,4,3,2,200,Boroondara,Southern Metropolitan,2016,1400000
Balwyn,4,h,10,3103,4,2,4,1000,Boroondara,Southern Metropolitan,2016,Over 2M
Balwyn,2,u,10,3103,2,1,1,200,Boroondara,Southern Metropolitan,2016,600000
Balwyn,2,t,10,3103,2,1,1,200,Boroondara,Southern Metropolitan,2016,800000
Balwyn,3,h,10,3103,3,1,4,600,Boroondara,Southern Metropolitan,2016,1800000
Balwyn,4,h,10,3103,4,3,2,600,Boroondara,Southern Metropolitan,2016,Over 2M
Balwyn,5,h,10,3103,5,2,2,600,Boroondara,Southern Metropolitan,2016,Over 2M
Balwyn,2,u,10,3103,2,1,1,0,Boroondara,Southern Metropolitan,2016,400000
Balwyn,4,h,10,3103,3,1,2,800,Boroondara,Southern Metropolitan,2016,Over 2M
Balwyn,2,u,10,3103,2,1,2,200,Boroondara,Southern Metropolitan,2016,1000000
Balwyn,3,h,10,3103,3,2,2,400,Boroondara,Southern Metropolitan,2016,1800000
Balwyn,3,t,10,3103,3,2,2,400,Boroondara,Southern Metropolitan,2016,1400000
Balwyn,3,h,10,3103,3,1,2,600,Boroondara,Southern Metropolitan,2016,Over 2M
Balwyn,3,h,10,3103,3,1,2,600,Boroondara,Southern Metropolitan,2016,2000000
Balwyn,2,u,10,3103,2,1,1,0,Boroondara,Southern Metropolitan,2017,800000
Balwyn,5,h,10,3103,5,5,2,600,Boroondara,Southern Metropolitan,2016,Over 2M
Balwyn,5,h,10,3103,5,6,4,800,Boroondara,Southern Metropolitan,2016,Over 2M
Balwyn,4,h,10,3103,4,2,2,800,Boroondara,Southern Metropolitan,2016,Over 2M
Balwyn,2,u,10,3103,2,1,1,200,Boroondara,Southern Metropolitan,2016,800000
Balwyn,4,h,10,3103,4,3,2,600,Boroondara,Southern Metropolitan,2016,Over 2M
Balwyn,4,h,10,3103,4,3,2,Over 1000,Boroondara,Southern Metropolitan,2016,Over 2M
Balwyn,5,h,10,3103,4,3,2,600,Boroondara,Southern Metropolitan,2016,Over 2M
Balwyn,4,h,10,3103,4,2,2,600,Boroondara,Southern Metropolitan,2016,1800000
Balwyn,4,h,10,3103,4,2,1,600,Boroondara,Southern Metropolitan,2016,Over 2M
Balwyn,2,u,10,3103,2,1,1,0,Boroondara,Southern Metropolitan,2016,600000
Balwyn,4,h,10,3103,4,2,1,800,Boroondara,Southern Metropolitan,2017,Over 2M
Balwyn,5,h,10,3103,5,3,4,Over 1000,Boroondara,Southern Metropolitan,2017,Over 2M
Balwyn,3,t,10,3103,3,2,2,200,Boroondara,Southern Metropolitan,2017,1400000
Balwyn,4,h,10,3103,3,1,2,800,Boroondara,Southern Metropolitan,2016,2000000
