Type,Rooms,Bedroom,Bathroom,Car,Landsize,Distance,Postcode,Suburb,CouncilArea,Regionname,Year,Price
u,1,1,1,1,0,0,3051,North Melbourne,Melbourne,Northern Metropolitan,2016,Between 0 to 400k
u,1,1,1,1,0,5,3070,Northcote,Darebin,Northern Metropolitan,2016,Between 0 to 400k
u,1,1,1,1,0,5,3070,Northcote,Darebin,Northern Metropolitan,2016,Between 0 to 400k
u,1,1,1,1,0,5,3070,Northcote,Darebin,Northern Metropolitan,2016,Between 0 to 400k
u,1,1,1,1,0,5,3070,Northcote,Darebin,Northern Metropolitan,2016,Between 0 to 400k
u,1,1,1,1,0,5,3052,Parkville,Melbourne,Northern Metropolitan,2016,Between 0 to 400k
h,1,1,1,1,0,5,3052,Parkville,Melbourne,Northern Metropolitan,2016,Between 0 to 400k
u,1,1,1,1,0,5,3052,Parkville,Melbourne,Northern Metropolitan,2016,Between 0 to 400k
u,1,1,1,1,0,5,3052,Parkville,Melbourne,Northern Metropolitan,2016,Between 0 to 400k
u,1,1,1,1,0,5,3207,Port Melbourne,Port Phillip,Southern Metropolitan,2016,Between 0 to 400k
u,1,1,1,1,0,5,3207,Port Melbourne,Port Phillip,Southern Metropolitan,2016,Between 0 to 400k
u,1,1,1,1,0,5,3207,Port Melbourne,Port Phillip,Southern Metropolitan,2016,Between 0 to 400k
u,1,1,1,1,0,5,3207,Port Melbourne,Melbourne,Southern Metropolitan,2016,Between 0 to 400k
u,1,1,1,1,0,5,3207,Port Melbourne,Melbourne,Southern Metropolitan,2016,Between 0 to 400k
u,1,1,1,1,0,5,3207,Port Melbourne,Port Phillip,Southern Metropolitan,2016,Between 0 to 400k
u,1,1,1,1,0,5,3181,Prahran,Stonnington,Southern Metropolitan,2016,Between 0 to 400k
u,1,1,1,1,0,5,3181,Prahran,Stonnington,Southern Metropolitan,2016,Between 0 to 400k
u,1,1,1,1,0,5,3181,Prahran,Stonnington,Southern Metropolitan,2016,Between 0 to 400k
u,1,1,1,1,0,10,3072,Preston,Darebin,Northern Metropolitan,2016,Between 0 to 400k
u,1,1,1,1,0,10,3072,Preston,Darebin,Northern Metropolitan,2016,Between 0 to 400k
u,1,1,1,1,0,5,3121,Richmond,Yarra,Northern Metropolitan,2016,Between 0 to 400k
u,1,1,1,1,0,5,3121,Richmond,Yarra,Northern Metropolitan,2016,Between 0 to 400k
u,1,1,1,1,0,5,3121,Richmond,Yarra,Northern Metropolitan,2016,Between 0 to 400k
u,1,1,1,1,0,5,3121,Richmond,Yarra,Northern Metropolitan,2016,Between 0 to 400k
u,1,1,1,1,0,5,3121,Richmond,Yarra,Northern Metropolitan,2016,Between 0 to 400k
u,1,1,1,1,0,5,3121,Richmond,Yarra,Northern Metropolitan,2016,Between 0 to 400k
u,1,1,1,1,0,5,3121,Richmond,Yarra,Northern Metropolitan,2016,Between 0 to 400k
u,1,1,1,1,0,5,3121,Richmond,Yarra,Northern Metropolitan,2016,Between 0 to 400k
u,1,1,1,1,0,5,3121,Richmond,Yarra,Northern Metropolitan,2016,Between 0 to 400k
u,1,1,1,1,0,5,3121,Richmond,Yarra,Northern Metropolitan,2016,Between 0 to 400k
u,1,1,1,1,0,5,3121,Richmond,Yarra,Northern Metropolitan,2016,Between 0 to 400k
u,1,1,1,1,0,5,3121,Richmond,Yarra,Northern Metropolitan,2016,Between 0 to 400k
u,1,1,1,1,0,0,3205,South Melbourne,Port Phillip,Southern Metropolitan,2016,Between 0 to 400k
u,1,1,1,1,0,0,3205,South Melbourne,Port Phillip,Southern Metropolitan,2016,Between 0 to 400k
u,1,1,1,1,0,5,3141,South Yarra,Stonnington,Southern Metropolitan,2016,Between 0 to 400k
u,1,1,1,1,0,5,3141,South Yarra,Stonnington,Southern Metropolitan,2016,Between 0 to 400k
u,1,1,1,1,0,5,3141,South Yarra,Stonnington,Southern Metropolitan,2016,Between 0 to 400k
u,1,1,1,1,0,5,3141,South Yarra,Stonnington,Southern Metropolitan,2016,Between 0 to 400k
u,1,1,1,1,0,5,3141,South Yarra,Stonnington,Southern Metropolitan,2016,Between 0 to 400k
u,1,1,1,1,0,5,3141,South Yarra,Stonnington,Southern Metropolitan,2016,Between 0 to 400k
u,1,1,1,1,0,5,3141,South Yarra,Stonnington,Southern Metropolitan,2016,Between 0 to 400k
u,1,1,1,1,0,5,3141,South Yarra,Stonnington,Southern Metropolitan,2016,Between 0 to 400k
u,1,1,1,1,0,5,3141,South Yarra,Stonnington,Southern Metropolitan,2016,Between 0 to 400k
u,1,1,1,1,0,5,3141,South Yarra,Stonnington,Southern Metropolitan,2016,Between 0 to 400k
u,1,1,1,1,0,5,3141,South Yarra,Melbourne,Southern Metropolitan,2016,Between 0 to 400k
u,1,1,1,1,0,5,3141,South Yarra,Stonnington,Southern Metropolitan,2016,Between 0 to 400k
u,1,1,1,1,0,5,3141,South Yarra,Stonnington,Southern Metropolitan,2016,Between 0 to 400k
u,1,1,1,1,0,5,3141,South Yarra,Stonnington,Southern Metropolitan,2016,Between 0 to 400k
u,1,1,1,1,0,5,3141,South Yarra,Stonnington,Southern Metropolitan,2016,Between 0 to 400k
u,1,1,1,1,0,5,3141,South Yarra,Stonnington,Southern Metropolitan,2016,Between 0 to 400k
u,1,1,1,1,0,5,3141,South Yarra,Melbourne,Southern Metropolitan,2016,Between 0 to 400k
u,1,1,1,1,0,5,3141,South Yarra,Stonnington,Southern Metropolitan,2016,Between 0 to 400k
u,1,1,1,1,0,0,3006,Southbank,Melbourne,Southern Metropolitan,2016,Between 0 to 400k
u,1,1,1,1,0,5,3182,St Kilda,Port Phillip,Southern Metropolitan,2016,Between 0 to 400k
u,1,1,1,1,0,5,3182,St Kilda,Port Phillip,Southern Metropolitan,2016,Between 0 to 400k
u,1,1,1,1,0,5,3182,St Kilda,Port Phillip,Southern Metropolitan,2016,Between 0 to 400k
u,1,1,1,1,0,5,3182,St Kilda,Port Phillip,Southern Metropolitan,2016,Between 0 to 400k
u,1,1,1,1,0,5,3182,St Kilda,Port Phillip,Southern Metropolitan,2016,Between 0 to 400k
u,1,1,1,1,0,5,3182,St Kilda,Port Phillip,Southern Metropolitan,2016,Between 0 to 400k
u,1,1,1,1,0,5,3182,St Kilda,Port Phillip,Southern Metropolitan,2016,Between 0 to 400k
u,1,1,1,1,0,5,3182,St Kilda,Port Phillip,Southern Metropolitan,2016,Between 0 to 400k
u,1,1,1,1,0,5,3182,St Kilda,Port Phillip,Southern Metropolitan,2016,Between 0 to 400k
u,1,1,1,1,0,5,3182,St Kilda,Port Phillip,Southern Metropolitan,2016,Between 0 to 400k
u,1,1,1,1,0,5,3182,St Kilda,Port Phillip,Southern Metropolitan,2016,Between 0 to 400k
u,1,1,1,1,0,5,3182,St Kilda,Port Phillip,Southern Metropolitan,2016,Between 0 to 400k
u,1,1,1,1,0,5,3182,St Kilda,Port Phillip,Southern Metropolitan,2016,Between 0 to 400k
u,1,1,1,1,0,5,3182,St Kilda,Port Phillip,Southern Metropolitan,2016,Between 0 to 400k
u,1,1,1,1,0,5,3182,St Kilda,Port Phillip,Southern Metropolitan,2016,Between 0 to 400k
u,1,1,1,1,0,5,3071,Thornbury,Darebin,Northern Metropolitan,2016,Between 0 to 400k
u,1,1,1,1,0,5,3071,Thornbury,Darebin,Northern Metropolitan,2016,Between 0 to 400k
u,1,1,1,1,0,5,3071,Thornbury,Darebin,Northern Metropolitan,2016,Between 0 to 400k
u,1,1,1,1,0,5,3071,Thornbury,Darebin,Northern Metropolitan,2016,Between 0 to 400k
u,1,1,1,1,0,5,3071,Thornbury,Darebin,Northern Metropolitan,2016,Between 0 to 400k
u,1,1,1,1,0,5,3071,Thornbury,Darebin,Northern Metropolitan,2016,Between 0 to 400k
u,1,1,1,1,0,5,3142,Toorak,Stonnington,Southern Metropolitan,2016,Between 0 to 400k
u,1,1,1,1,0,5,3142,Toorak,Stonnington,Southern Metropolitan,2016,Between 0 to 400k
u,1,1,1,1,0,5,3142,Toorak,Stonnington,Southern Metropolitan,2016,Between 0 to 400k
u,1,1,1,1,0,5,3142,Toorak,Stonnington,Southern Metropolitan,2016,Between 0 to 400k
u,1,1,1,1,0,5,3142,Toorak,Stonnington,Southern Metropolitan,2016,Between 0 to 400k
u,1,1,1,1,0,5,3142,Toorak,Stonnington,Southern Metropolitan,2016,Between 0 to 400k
u,1,1,1,1,0,0,3003,West Melbourne,Melbourne,Northern Metropolitan,2016,Between 0 to 400k
u,1,1,1,1,0,0,3003,West Melbourne,Melbourne,Northern Metropolitan,2016,Between 0 to 400k
u,1,1,1,1,0,10,3016,Williamstown,Hobsons Bay,Western Metropolitan,2016,Between 0 to 400k
u,1,1,1,1,0,10,3016,Williamstown,Hobsons Bay,Western Metropolitan,2016,Between 0 to 400k
u,1,1,1,1,0,5,3181,Windsor,Stonnington,Southern Metropolitan,2016,Between 0 to 400k
u,1,1,1,1,0,5,3181,Windsor,Stonnington,Southern Metropolitan,2016,Between 0 to 400k
u,1,1,1,1,0,5,3181,Windsor,Port Phillip,Southern Metropolitan,2016,Between 0 to 400k
u,1,1,1,1,0,5,3013,Yarraville,Maribyrnong,Western Metropolitan,2016,Between 0 to 400k
u,1,1,1,1,0,5,3013,Yarraville,Maribyrnong,Western Metropolitan,2016,Between 0 to 400k
u,1,1,1,1,0,10,3040,Aberfeldie,Moonee Valley,Western Metropolitan,2016,Between 0 to 400k
u,1,1,1,1,0,5,3057,Brunswick East,Moreland,Northern Metropolitan,2016,Between 0 to 400k
u,1,1,1,1,0,0,3053,Carlton,Melbourne,Northern Metropolitan,2016,Between 0 to 400k
u,1,1,1,1,0,0,3053,Carlton,Melbourne,Northern Metropolitan,2016,Between 0 to 400k
u,1,1,1,1,0,10,3123,Hawthorn East,Boroondara,Southern Metropolitan,2016,Between 0 to 400k
u,1,1,1,1,0,10,3079,Ivanhoe East,Banyule,Eastern Metropolitan,2016,Between 0 to 400k
u,1,1,1,1,0,10,3204,Ormond,Glen Eira,Southern Metropolitan,2016,Between 0 to 400k
u,1,1,1,1,0,10,3204,Ormond,Glen Eira,Southern Metropolitan,2016,Between 0 to 400k
u,1,1,1,1,0,5,3121,Cremorne,Yarra,Northern Metropolitan,2016,Between 0 to 400k
u,1,1,1,1,0,5,3121,Cremorne,Yarra,Northern Metropolitan,2016,Between 0 to 400k
u,1,1,1,1,0,0,3008,Docklands,Melbourne,Southern Metropolitan,2016,Between 0 to 400k
u,1,1,1,1,0,5,3143,Armadale,Stonnington,Southern Metropolitan,2017,Between 0 to 400k
u,1,1,1,1,0,15,3165,Bentleigh East,Glen Eira,Southern Metropolitan,2017,Between 0 to 400k
u,1,1,1,1,0,15,3128,Box Hill,Whitehorse,Eastern Metropolitan,2017,Between 0 to 400k
u,1,1,1,1,0,10,3187,Brighton East,Bayside,Southern Metropolitan,2017,Between 0 to 400k
u,1,1,1,1,0,10,3163,Carnegie,Glen Eira,Southern Metropolitan,2017,Between 0 to 400k
u,1,1,1,1,0,0,3066,Collingwood,Yarra,Northern Metropolitan,2017,Between 0 to 400k
u,1,1,1,1,0,10,3184,Elwood,Port Phillip,Southern Metropolitan,2017,Between 0 to 400k
u,1,1,1,1,0,10,3184,Elwood,Port Phillip,Southern Metropolitan,2017,Between 0 to 400k
u,1,1,1,1,0,5,3078,Fairfield,Yarra,Northern Metropolitan,2017,Between 0 to 400k
u,1,1,1,1,0,5,3068,Fitzroy North,Yarra,Northern Metropolitan,2017,Between 0 to 400k
u,1,1,1,1,0,5,3122,Hawthorn,Boroondara,Southern Metropolitan,2017,Between 0 to 400k
u,1,1,1,1,0,5,3122,Hawthorn,Boroondara,Southern Metropolitan,2017,Between 0 to 400k
h,1,1,1,1,0,10,3073,Reservoir,Darebin,Northern Metropolitan,2017,Between 0 to 400k
u,1,1,1,1,0,5,3182,St Kilda,Port Phillip,Southern Metropolitan,2017,Between 0 to 400k
u,1,1,1,1,0,5,3182,St Kilda,Port Phillip,Southern Metropolitan,2017,Between 0 to 400k
u,1,1,1,1,0,5,3182,St Kilda,Port Phillip,Southern Metropolitan,2017,Between 0 to 400k
u,1,1,1,1,0,5,3181,Windsor,Stonnington,Southern Metropolitan,2017,Between 0 to 400k
u,1,1,1,1,0,10,3163,Murrumbeena,Glen Eira,Southern Metropolitan,2017,Between 0 to 400k
u,1,1,1,1,0,5,3121,Cremorne,Yarra,Northern Metropolitan,2017,Between 0 to 400k
u,1,1,1,1,0,5,3078,Alphington,Darebin,Northern Metropolitan,2017,Between 0 to 400k
h,1,1,1,1,0,5,3056,Brunswick,Moreland,Northern Metropolitan,2017,Between 0 to 400k
u,1,1,1,1,0,5,3056,Brunswick,Moreland,Northern Metropolitan,2017,Between 0 to 400k
u,1,1,1,1,0,5,3057,Brunswick East,Moreland,Northern Metropolitan,2017,Between 0 to 400k
u,1,1,1,1,0,10,3163,Carnegie,Glen Eira,Southern Metropolitan,2017,Between 0 to 400k
u,1,1,1,1,0,10,3163,Carnegie,Glen Eira,Southern Metropolitan,2017,Between 0 to 400k
u,1,1,1,1,0,5,3068,Clifton Hill,Yarra,Northern Metropolitan,2017,Between 0 to 400k
u,1,1,1,1,0,10,3040,Essendon,Moonee Valley,Western Metropolitan,2017,Between 0 to 400k
u,1,1,1,1,0,10,3040,Essendon,Moonee Valley,Western Metropolitan,2017,Between 0 to 400k
h,1,1,1,1,0,10,3040,Essendon,Moonee Valley,Western Metropolitan,2017,Between 0 to 400k
u,1,1,1,1,0,10,3040,Essendon,Moonee Valley,Western Metropolitan,2017,Between 0 to 400k
u,1,1,1,1,0,5,3068,Fitzroy North,Yarra,Northern Metropolitan,2017,Between 0 to 400k
u,1,1,1,1,0,5,3011,Footscray,Maribyrnong,Western Metropolitan,2017,Between 0 to 400k
u,1,1,1,1,0,5,3122,Hawthorn,Boroondara,Southern Metropolitan,2017,Between 0 to 400k
h,1,1,1,1,0,5,3122,Hawthorn,Boroondara,Southern Metropolitan,2017,Between 0 to 400k
u,1,1,1,1,0,10,3123,Hawthorn East,Boroondara,Southern Metropolitan,2017,Between 0 to 400k
u,1,1,1,1,0,10,3123,Hawthorn East,Boroondara,Southern Metropolitan,2017,Between 0 to 400k
u,1,1,1,1,0,5,3101,Kew,Boroondara,Southern Metropolitan,2017,Between 0 to 400k
u,1,1,1,1,0,5,3144,Malvern,Stonnington,Southern Metropolitan,2017,Between 0 to 400k
u,1,1,1,1,0,5,3000,Melbourne,Melbourne,Northern Metropolitan,2017,Between 0 to 400k
u,1,1,1,1,0,10,3204,Ormond,Glen Eira,Southern Metropolitan,2017,Between 0 to 400k
u,1,1,1,1,0,5,3181,Prahran,Stonnington,Southern Metropolitan,2017,Between 0 to 400k
u,1,1,1,1,0,0,3205,South Melbourne,Port Phillip,Southern Metropolitan,2017,Between 0 to 400k
u,1,1,1,1,0,10,3012,West Footscray,Maribyrnong,Western Metropolitan,2017,Between 0 to 400k
u,1,1,1,1,0,5,3013,Yarraville,Maribyrnong,Western Metropolitan,2017,Between 0 to 400k
u,1,1,1,1,0,0,3053,Carlton,Melbourne,Northern Metropolitan,2017,Between 0 to 400k
u,1,1,1,1,0,10,3184,Elwood,Port Phillip,Southern Metropolitan,2017,Between 0 to 400k
t,1,1,1,1,0,5,3031,Kensington,Melbourne,Northern Metropolitan,2017,Between 0 to 400k
u,1,1,1,1,0,10,3015,Spotswood,Hobsons Bay,Western Metropolitan,2017,Between 0 to 400k
u,1,1,1,1,0,0,3053,Carlton,Melbourne,Northern Metropolitan,2017,Between 0 to 400k
u,1,1,1,1,0,10,3040,Essendon,Moonee Valley,Western Metropolitan,2017,Between 0 to 400k
u,1,1,1,1,0,5,3182,St Kilda,Port Phillip,Southern Metropolitan,2017,Between 0 to 400k
u,1,1,1,1,0,10,3161,Caulfield North,Glen Eira,Southern Metropolitan,2017,Between 0 to 400k
u,1,1,1,1,0,10,3163,Murrumbeena,Glen Eira,Southern Metropolitan,2017,Between 0 to 400k
u,1,1,1,1,0,0,3006,Southbank,Melbourne,Southern Metropolitan,2017,Between 0 to 400k
u,1,1,1,1,0,5,3182,St Kilda,Port Phillip,Southern Metropolitan,2017,Between 0 to 400k
u,1,1,1,1,0,5,3122,Hawthorn,Boroondara,Southern Metropolitan,2017,Between 0 to 400k
u,1,1,1,1,0,5,3031,Kensington,Melbourne,Northern Metropolitan,2017,Between 0 to 400k
u,1,1,1,1,0,5,3031,Kensington,Melbourne,Northern Metropolitan,2017,Between 0 to 400k
u,1,1,1,1,0,5,3181,Prahran,Stonnington,Southern Metropolitan,2017,Between 0 to 400k
u,1,1,1,1,0,5,3011,Seddon,Maribyrnong,Western Metropolitan,2017,Between 0 to 400k
h,1,1,1,1,0,0,3205,South Melbourne,Port Phillip,Southern Metropolitan,2017,Between 0 to 400k
h,1,1,1,1,0,5,3078,Alphington,Yarra,Northern Metropolitan,2017,Between 0 to 400k
u,1,1,1,1,0,5,3068,Fitzroy North,Yarra,Northern Metropolitan,2017,Between 0 to 400k
u,1,1,1,1,0,5,3031,Kensington,Melbourne,Northern Metropolitan,2017,Between 0 to 400k
t,1,1,1,1,0,10,3163,Murrumbeena,Glen Eira,Southern Metropolitan,2017,Between 0 to 400k
u,1,1,1,1,0,0,3121,Richmond,Yarra,Northern Metropolitan,2017,Between 0 to 400k
u,1,1,1,1,0,5,3141,South Yarra,Stonnington,Southern Metropolitan,2017,Between 0 to 400k
u,1,1,1,1,0,5,3182,St Kilda,Port Phillip,Southern Metropolitan,2017,Between 0 to 400k
u,1,1,1,1,0,5,3183,Balaclava,Port Phillip,Southern Metropolitan,2017,Between 0 to 400k
u,1,1,1,1,0,10,3040,Essendon,Moonee Valley,Western Metropolitan,2017,Between 0 to 400k
u,1,1,1,1,0,0,3065,Fitzroy,Yarra,Northern Metropolitan,2017,Between 0 to 400k
u,1,1,1,1,0,5,3146,Glen Iris,Stonnington,Southern Metropolitan,2017,Between 0 to 400k
u,1,1,1,1,0,5,3122,Hawthorn,Boroondara,Southern Metropolitan,2017,Between 0 to 400k
u,1,1,1,1,0,5,3031,Kensington,Melbourne,Northern Metropolitan,2017,Between 0 to 400k
u,1,1,1,1,0,5,3144,Malvern,Stonnington,Southern Metropolitan,2017,Between 0 to 400k
u,1,1,1,1,0,10,3204,Ormond,Glen Eira,Southern Metropolitan,2017,Between 0 to 400k
u,1,1,1,1,0,5,3182,St Kilda,Port Phillip,Southern Metropolitan,2017,Between 0 to 400k
u,1,1,1,1,0,5,3071,Thornbury,Darebin,Northern Metropolitan,2017,Between 0 to 400k
u,1,1,1,1,0,5,3181,Windsor,Stonnington,Southern Metropolitan,2017,Between 0 to 400k
h,1,1,1,1,0,15,3131,Forest Hill,Whitehorse,Eastern Metropolitan,2017,Between 0 to 400k
u,1,1,1,1,0,5,3122,Hawthorn,Boroondara,Southern Metropolitan,2017,Between 0 to 400k
u,1,1,1,1,0,5,3122,Hawthorn,Boroondara,Southern Metropolitan,2017,Between 0 to 400k
u,1,1,1,1,0,10,3073,Reservoir,Darebin,Northern Metropolitan,2017,Between 0 to 400k
u,1,1,1,1,0,5,3141,South Yarra,Stonnington,Southern Metropolitan,2017,Between 0 to 400k
u,1,1,1,1,0,5,3056,Brunswick,Moreland,Northern Metropolitan,2017,Between 0 to 400k
u,1,1,1,1,0,10,3161,Caulfield North,Glen Eira,Southern Metropolitan,2017,Between 0 to 400k
u,1,1,1,1,0,0,3065,Fitzroy,Yarra,Northern Metropolitan,2017,Between 0 to 400k
u,1,1,1,1,0,5,3122,Hawthorn,Boroondara,Southern Metropolitan,2017,Between 0 to 400k
u,1,1,1,1,0,5,3141,South Yarra,Stonnington,Southern Metropolitan,2017,Between 0 to 400k
u,1,1,1,1,0,5,3057,Brunswick East,Moreland,Northern Metropolitan,2017,Between 0 to 400k
u,1,1,1,1,0,10,3040,Essendon,Moonee Valley,Western Metropolitan,2017,Between 0 to 400k
u,1,1,1,1,0,5,3039,Moonee Ponds,Moonee Valley,Western Metropolitan,2017,Between 0 to 400k
u,1,1,1,1,0,20,3195,Mordialloc,Kingston,South-Eastern Metropolitan,2017,Between 0 to 400k
u,1,1,1,1,0,5,3141,South Yarra,Stonnington,Southern Metropolitan,2017,Between 0 to 400k
u,1,1,1,1,0,5,3182,St Kilda,Port Phillip,Southern Metropolitan,2017,Between 0 to 400k
u,1,1,1,1,0,5,3143,Armadale,Stonnington,Southern Metropolitan,2017,Between 0 to 400k
u,1,1,1,1,0,10,3186,Brighton,Bayside,Southern Metropolitan,2017,Between 0 to 400k
u,1,1,1,1,0,0,3121,Richmond,Yarra,Northern Metropolitan,2017,Between 0 to 400k
u,1,1,1,1,0,5,3182,St Kilda,Port Phillip,Southern Metropolitan,2017,Between 0 to 400k
u,1,1,1,1,0,5,3016,Williamstown,Hobsons Bay,Western Metropolitan,2017,Between 0 to 400k
h,1,1,1,1,200,10,3058,Coburg,Moreland,Northern Metropolitan,2016,Between 0 to 400k
u,1,1,1,1,200,15,3189,Moorabbin,Kingston,Southern Metropolitan,2016,Between 0 to 400k
u,1,1,1,1,200,10,3073,Reservoir,Darebin,Northern Metropolitan,2016,Between 0 to 400k
u,1,1,1,1,200,10,3073,Reservoir,Darebin,Northern Metropolitan,2017,Between 0 to 400k
u,1,1,1,1,200,10,3073,Reservoir,Darebin,Northern Metropolitan,2017,Between 0 to 400k
u,1,1,1,1,200,10,3046,Glenroy,Moreland,Northern Metropolitan,2017,Between 0 to 400k
h,1,1,1,1,200,10,3073,Reservoir,Darebin,Northern Metropolitan,2017,Between 0 to 400k
u,1,1,1,1,200,5,3058,Coburg,Moreland,Northern Metropolitan,2017,Between 0 to 400k
u,1,1,1,1,400,0,3066,Collingwood,Yarra,Northern Metropolitan,2016,Between 0 to 400k
u,1,1,1,1,400,5,3182,St Kilda,Port Phillip,Southern Metropolitan,2016,Between 0 to 400k
u,1,1,1,1,400,5,3185,Ripponlea,Port Phillip,Southern Metropolitan,2016,Between 0 to 400k
u,1,1,1,1,400,5,3055,Brunswick West,Moreland,Northern Metropolitan,2017,Between 0 to 400k
u,1,1,1,1,400,5,3068,Fitzroy North,Yarra,Northern Metropolitan,2017,Between 0 to 400k
u,1,1,1,1,600,5,3056,Brunswick,Moreland,Northern Metropolitan,2016,Between 0 to 400k
u,1,1,1,1,600,0,3051,North Melbourne,Melbourne,Northern Metropolitan,2016,Between 0 to 400k
u,1,1,1,1,600,5,3121,Richmond,Yarra,Northern Metropolitan,2016,Between 0 to 400k
u,1,1,1,1,600,0,3006,Southbank,Melbourne,Southern Metropolitan,2016,Between 0 to 400k
u,1,1,1,1,600,5,3182,St Kilda,Port Phillip,Southern Metropolitan,2016,Between 0 to 400k
u,1,1,1,1,600,5,3071,Thornbury,Darebin,Northern Metropolitan,2016,Between 0 to 400k
u,1,1,1,1,600,0,3003,West Melbourne,Melbourne,Northern Metropolitan,2016,Between 0 to 400k
u,1,1,1,1,600,10,3184,Elwood,Port Phillip,Southern Metropolitan,2017,Between 0 to 400k
u,1,1,1,1,600,10,3146,Glen Iris,Stonnington,Southern Metropolitan,2017,Between 0 to 400k
u,1,1,1,1,600,5,3182,St Kilda,Port Phillip,Southern Metropolitan,2017,Between 0 to 400k
u,1,1,1,1,600,5,3182,St Kilda,Port Phillip,Southern Metropolitan,2017,Between 0 to 400k
u,1,1,1,1,600,10,3072,Preston,Darebin,Northern Metropolitan,2017,Between 0 to 400k
h,1,1,1,1,800,10,3103,Balwyn,Boroondara,Southern Metropolitan,2016,Between 0 to 400k
t,1,1,1,1,800,10,3146,Glen Iris,Stonnington,Southern Metropolitan,2016,Between 0 to 400k
u,1,1,1,1,800,10,3146,Glen Iris,Boroondara,Southern Metropolitan,2016,Between 0 to 400k
u,1,1,1,1,800,10,3079,Ivanhoe,Banyule,Eastern Metropolitan,2016,Between 0 to 400k
u,1,1,1,1,800,5,3181,Windsor,Stonnington,Southern Metropolitan,2016,Between 0 to 400k
u,1,1,1,1,800,5,3181,Windsor,Port Phillip,Southern Metropolitan,2016,Between 0 to 400k
u,1,1,1,1,800,5,3054,Carlton North,Yarra,Northern Metropolitan,2017,Between 0 to 400k
u,1,1,1,1,800,10,3162,Caulfield,Glen Eira,Southern Metropolitan,2017,Between 0 to 400k
u,1,1,1,1,800,0,3066,Collingwood,Yarra,Northern Metropolitan,2017,Between 0 to 400k
u,1,1,1,1,800,0,3065,Fitzroy,Yarra,Northern Metropolitan,2017,Between 0 to 400k
u,1,1,1,1,800,5,3031,Flemington,Moonee Valley,Northern Metropolitan,2017,Between 0 to 400k
u,1,1,1,1,800,5,3121,Richmond,Yarra,Northern Metropolitan,2017,Between 0 to 400k
u,1,1,1,1,800,10,3161,Caulfield North,Glen Eira,Southern Metropolitan,2017,Between 0 to 400k
u,1,1,1,1,800,10,3040,Essendon,Moonee Valley,Western Metropolitan,2017,Between 0 to 400k
u,1,1,1,1,800,10,3042,Niddrie,Moonee Valley,Western Metropolitan,2017,Between 0 to 400k
u,1,1,1,1,800,10,3072,Preston,Darebin,Northern Metropolitan,2017,Between 0 to 400k
u,1,1,1,1,800,5,3032,Maribyrnong,Maribyrnong,Western Metropolitan,2017,Between 0 to 400k
u,1,1,1,1,1000,10,3184,Elwood,Port Phillip,Southern Metropolitan,2017,Between 0 to 400k
u,1,1,1,1,1000,5,3078,Alphington,Darebin,Northern Metropolitan,2017,Between 0 to 400k
u,1,1,1,1,1000,5,3071,Thornbury,Darebin,Northern Metropolitan,2017,Between 0 to 400k
u,1,1,1,1,1000,5,3122,Hawthorn,Boroondara,Southern Metropolitan,2017,Between 0 to 400k
u,1,1,1,1,Over 1000,0,3066,Collingwood,Yarra,Northern Metropolitan,2016,Between 0 to 400k
u,1,1,1,1,Over 1000,5,3122,Hawthorn,Boroondara,Southern Metropolitan,2016,Between 0 to 400k
u,1,1,1,1,Over 1000,5,3031,Kensington,Melbourne,Northern Metropolitan,2016,Between 0 to 400k
u,1,1,1,1,Over 1000,0,3051,North Melbourne,Melbourne,Northern Metropolitan,2016,Between 0 to 400k
u,1,1,1,1,Over 1000,5,3121,Richmond,Yarra,Northern Metropolitan,2016,Between 0 to 400k
u,1,1,1,1,Over 1000,5,3121,Richmond,Yarra,Northern Metropolitan,2016,Between 0 to 400k
u,1,1,1,1,Over 1000,5,3121,Richmond,Yarra,Northern Metropolitan,2016,Between 0 to 400k
u,1,1,1,1,Over 1000,5,3121,Richmond,Yarra,Northern Metropolitan,2016,Between 0 to 400k
